tag,count
FiniteLivedIntangibleAssetAcquiredInPlaceLeases,561
FiniteLivedCoreDepositsGross,559
PropertySubjectToOrAvailableForOperatingLeaseAccumulatedDepreciation,558
IndefiniteLivedFranchiseRights,558
PreferredStockRedemptionAmount,556
DeferredCompensationShareBasedArrangementsLiabilityCurrent,555
ConvertibleSubordinatedDebtNoncurrent,554
SharePremium,553
CustomerRefundLiabilityCurrent,553
CapitalLeasesBalanceSheetAssetsByMajorClassNet,552
ValueOfBusinessAcquiredVOBA,551
InterestBearingDomesticDepositDemand,551
OtherNoncurrentAssets,548
FederalReserveBankStock,547
RestrictedCashAndInvestments,546
DueFromEmployeesCurrent,545
FiniteLivedPatentsGross,545
TradingLiabilities,541
DueToOfficersOrStockholdersCurrentAndNoncurrent,537
AssetsHeldForSalePropertyPlantAndEquipment,535
TreasuryStockNumberOfSharesHeld,535
AccruedLiabilitiesForUnredeeemedGiftCards,534
SecuritiesLoaned,532
ContractWithCustomerLiability,527
NotesAndLoansReceivableGrossNoncurrent,527
OilAndGasPropertyFullCostMethodDepletion,519
CurrentTaxAssetsCurrent,516
DeferredCostsLeasingAccumulatedAmortization,515
PropertyPlantAndEquipmentOwnedAccumulatedDepreciation,513
DerivativeInstrumentsAndHedgesLiabilitiesNoncurrent,512
MinorityInterestInJointVentures,506
LoansReceivableCommercialRealEstate,504
LiabilitiesSubjectToCompromise,502
IncentiveFromLessor,501
AvailableForSaleSecuritiesEquitySecuritiesCurrent,500
BusinessAcquisitionContingentConsiderationAtFairValueNoncurrent,499
FundsHeldUnderReinsuranceAgreementsLiability,498
NotesPayableToBankNoncurrent,498
DeferredRevenueLeasesNet,498
TemporaryEquityRedemptionPricePerShare,495
MoneyMarketFundsAtCarryingValue,492
DueToOfficersOrStockholdersNoncurrent,490
LoansAndLeasesReceivableConsumerMortgage,490
MaterialsSuppliesAndOther,489
IntangibleAssetsAndGoodwill,489
RelatedPartyTransactionDueFromToRelatedParty,487
PolicyholderFunds,484
MortgageBackedSecuritiesAvailableForSaleFairValueDisclosure,479
CumulativeDividends,477
AccruedBonusesCurrent,476
SecuritiesBorrowed,476
AccruedRentCurrent,474
InventoryRawMaterialsAndSuppliesNetOfReserves,474
SharesOutstanding,469
FundsHeldForClients,469
DeferredTaxAssetsGrossNoncurrent,469
AccruedRentNoncurrent,466
MarketableSecuritiesEquitySecurities,465
EnergyRelatedInventoryNaturalGasInStorage,464
RealEstateInvestmentsOther,463
ConstructionPayableCurrent,463
TemporaryEquityValueExcludingAdditionalPaidInCapital,457
AccruedInsuranceNoncurrent,457
MortgagesHeldForSaleFairValueDisclosure,455
PrepaidRoyalties,453
AffordableHousingProgramObligation,444
CapitalizedCostsAccumulatedDepreciationDepletionAmortizationAndValuationAllowanceForRelatingToOilAndGasProducingActivities,444
DueFromAffiliateNoncurrent,442
CommonStockOtherSharesOutstanding,442
OtherLoansPayableLongTerm,436
CurrentTradeReceivables,435
DepositContractsLiabilities,434
LossContingencyAccrualCarryingValueCurrent,432
EnergyRelatedInventoryGasStoredUnderground,430
AdvancesToAffiliate,428
GrantsReceivableCurrent,427
ReinsuranceReceivablesPaidLossesRecoverable,425
CommonStockIssuedEmployeeStockTrust,419
LoansPayableToBank,418
InventoryRealEstateLandAndLandDevelopmentCosts,417
PrepaidPensionCosts,417
AccruedAdvertisingCurrent,416
InvestmentsInAndAdvancesToAffiliatesAtFairValue,415
DepositsMoneyMarketDepositsAndNegotiableOrderOfWithdrawalNOW,412
PensionAndOtherPostretirementDefinedBenefitPlansLiabilitiesCurrentAndNoncurrent,412
ReinsuranceRecoverablesOnPaidLosses,412
DividendsReceivable,411
PolicyLoansReceivable,411
CommonStockSharesHeldInEmployeeTrustShares,411
DerivativeFairValueOfDerivativeAsset,411
ReserveForLossesAndLossAdjustmentExpenses,409
RetailRelatedInventoryMerchandise,405
FederalHomeLoanBankAdvancesShortTerm,405
InsuranceSettlementsReceivableCurrent,405
NoncurrentProvisions,405
PropertySubjectToOrAvailableForOperatingLeaseGross,404
AccrualForTaxesOtherThanIncomeTaxesCurrentAndNoncurrent,403
ContributionsInAidOfConstruction,403
BankAcceptancesExecutedAndOutstanding,401
CurrentProvisions,401
SettlementAssetsCurrent,401
DueFromOfficersOrStockholdersCurrent,400
EnergyMarketingContractLiabilitiesCurrent,400
EmployeeStockOwnershipPlanESOPNumberOfSuspenseShares,398
DeferredCreditsAndOtherLiabilitiesCurrent,396
InvestmentAccountedForUsingEquityMethod,396
FederalHomeLoanBankAdvancesMaturitiesSummaryDueWithinOneYearOfBalanceSheetDate,395
CapitalizedContractCostNetNoncurrent,394
CurrentDerivativeFinancialLiabilities,393
InventoryRealEstateHeldForSale,392
InterestRateDerivativeLiabilitiesAtFairValue,392
SharesSubjectToMandatoryRedemptionSettlementTermsAmountNoncurrent,390
OtherMinorityInterests,386
AccountsPayableRelatedParties,383
AccruedVacationCurrent,383
AccruedLiabilitiesForCommissionsExpenseAndTaxes,382
BusinessAcquisitionContingentConsiderationAtFairValueCurrent,380
OtherReceivablesGrossCurrent,380
NotesPayableToBank,379
FinancialInstrumentsOwnedMortgagesMortgageBackedAndAssetBackedSecuritiesAtFairValue,377
DebtInstrumentCarryingAmount,377
WarehouseAgreementBorrowings,375
DueToRelatedParties,373
NuclearFuelNetOfAmortization,372
AvailableForSaleSecuritiesEquitySecuritiesNoncurrent,369
UnamortizedLoanCommitmentAndOriginationFeesAndUnamortizedDiscountsOrPremiums,368
UnrecognizedTaxBenefits,367
DepositsOnFlightEquipment,365
BorrowedFunds,364
OtherCurrentAssets,364
ContractWithCustomerAssetNetNoncurrent,364
RegulatedEntityOtherAssetsNoncurrent,363
CapitalizedSoftwareDevelopmentCostsForSoftwareSoldToCustomers,363
CapitalUnitsOutstanding,362
InventoryOperativeBuilders,362
OtherAssetsFairValueDisclosure,362
LitigationReserveNoncurrent,358
CapitalLeasesLessorBalanceSheetNetInvestmentInDirectFinancingLeasesNoncurrent,356
GoodFaithAndMarginDepositsWithBrokerDealers,355
AccumulatedOtherComprehensiveIncomeLossBeforeTax1,354
InvestmentRelatedLiabilities,354
DeferredFuelCost,353
TradingSecuritiesCurrent,352
PreferredUnitsPreferredPartnersCapitalAccounts,352
DebtIssuanceCostsLineOfCreditArrangementsNet,349
MembersEquityAttributableToNoncontrollingInterest,348
TreasuryShares,348
InventoryFinishedGoodsAndWorkInProcess,347
TreasuryStockCarryingBasis,345
TradeAndOtherCurrentPayablesToTradeSuppliers,344
NonRecourseDebt,343
InterestPayable,342
LiabilityForUncertainTaxPositionsCurrent,342
CustomerAdvancesNoncurrent,341
PostemploymentBenefitsLiabilityCurrent,341
DueFromOtherRelatedPartiesCurrent,341
OtherFiniteLivedIntangibleAssetsGross,340
RedeemableNoncontrollingInterestEquityOtherCarryingAmount,339
AvailableForSaleSecuritiesFairValueDisclosure,338
NoncurrentDerivativeFinancialLiabilities,337
CurrentDerivativeFinancialAssets,334
LiabilityForFuturePolicyBenefitsLife,334
OtherLoansPayable,334
FederalHomeLoanBankConsolidatedObligations,333
AdditionalPaidinCapital,331
InvestmentsAndCash,330
CashAndCashEquivalentsAtCarryingValueIncludingDiscontinuedOperations,329
MarketableSecuritiesFixedMaturities,329
CapitalLeasesLessorBalanceSheetNetInvestmentInDirectFinancingAndSalesTypeLeasesNoncurrent,328
NonredeemableNoncontrollingInterest,328
LoansReceivableCommercialAndIndustrial,327
DueToCorrespondentBrokers,327
CapitalizedCostsOilAndGasProducingActivitiesNet,327
NoncurrentLeaseLiabilities,326
BankLoans,325
ShorttermDebtFairValue,324
OtherSecuredFinancings,323
ShorttermBorrowings,322
CurrentLeaseLiabilities,322
OtherPayablesToBrokerDealersAndClearingOrganizations,322
TemporaryEquityCarryingAmountAttributableToNoncontrollingInterest,321
CustomerDepositsNoncurrent,319
AccumulatedAmortizationOfOtherDeferredCosts,318
EnergyMarketingContractsAssetsCurrent,318
DeferredTaxAssetsGrossCurrent,318
SelfInsuranceReserve,317
LoansAndLeasesReceivableGrossCarryingAmountCovered,317
CommonStockholdersEquity,316
EquitySecuritiesFvNiCost,314
SupplementalUnemploymentBenefitsSeveranceBenefits,312
CurrentBorrowingsAndCurrentPortionOfNoncurrentBorrowings,312
FinancialInstrumentsOwnedAndPledgedAsCollateralAtFairValue,311
OtherCurrentLiabilities,309
DeferredLongTermLiabilityCharges,308
OtherRestrictedAssetsCurrent,308
HeldToMaturitySecuritiesPledgedAsCollateral,308
CommonStockSharesHeldInEmployeeTrust,307
CapitalizedContractCostNetCurrent,306
ContractReceivableRetainage,306
OilAndGasReclamationLiabilityNoncurrent,305
LoansHeldForSaleOther,305
PreferredUnitsOutstanding,305
OtherCurrentFinancialAssets,304
AssetsHeldForSaleOtherNoncurrent,304
DueFromBanks,304
InterestBearingDepositLiabilitiesForeign,304
RelatedPartyDepositLiabilities,303
OilAndGasSalesPayableCurrent,302
EarnestMoneyDeposits,301
TradingSecuritiesPledgedAsCollateral,301
NetAssetValuePerShare,301
DeferredRevenueAndCredits,300
EnergyRelatedInventoryOtherFossilFuel,300
SecuritiesReceivedAsCollateral,299
FederalHomeLoanBankConsolidatedObligationsDiscountNotes,298
FederalHomeLoanBankConsolidatedObligationsBonds,298
CashAndCashEquivalentsFairValueDisclosure,297
LoansAndLeasesReceivableNetReportedAmountCovered,296
DeferredTaxAndOtherLiabilitiesNoncurrent,296
AccumulatedOtherComprehensiveIncomeLossBeforeFederalHomeLoanBankAssessments,295
CurrentPrepaidExpenses,295
RealEstateAccumulatedDepreciation,294
LoansPledgedAsCollateral,294
CurrentPortionOfLongtermBorrowings,293
AccruedSalariesCurrentAndNoncurrent,292
ProgramRightsObligationsCurrent,289
CollateralizedFinancings,288
FiniteLivedLicenseAgreementsGross,288
ReceivablesFromClearingOrganizations,288
LimitedLiabilityCompanyLlcMembersEquityIncludingPortionAttributableToNoncontrollingInterest,287
LoansAndLeasesReceivableCommercial,287
PensionAndOtherPostretirementAndPostemploymentBenefitPlansLiabilitiesCurrent,287
LiabilitiesAndPartnersCapital,284
NontradeReceivablesNoncurrent,284
ConstructionPayableCurrentAndNoncurrent,284
AccountsPayableTradeCurrentAndNoncurrent,281
OtherNoncurrentFinancialAssets,279
NontradeReceivables,279
RightofuseAssets,278
NetInvestmentInDirectFinancingAndSalesTypeLeases,277
NoncurrentProvisionsForEmployeeBenefits,277
PrepaidMineralRoyaltiesNoncurrent,276
RealEstateOwnedValuationAllowance,274
SecuredDebtRepurchaseAgreements,274
LiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseNet,274
MinorityInterestInLimitedPartnerships,273
DueFromCorrespondentBrokers,271
AccruedCappingClosurePostClosureAndEnvironmentalCostsNoncurrent,271
OtherLiabilitiesAndDeferredRevenueNoncurrent,269
InterestBearingDomesticDepositChecking,269
DebtInstrumentUnamortizedDiscountPremiumAndDebtIssuanceCostsNet,268
CommonUnitOutstanding,268
ContractWithCustomerAssetNet,268
NoncurrentDerivativeFinancialAssets,266
CapitalReserve,265
CommonStockDiscountOnShares,265
AccountsPayableOtherCurrentAndNoncurrent,264
CommonUnitIssued,264
PreferredUnitsIssued,264
EmployeeStockOwnershipPlanESOPDeferredShares,263
PolicyholderDividendsPayable,260
CumulativeEarningsDeficit,260
OtherRealEstateCovered,260
DisposalGroupIncludingDiscontinuedOperationPropertyPlantAndEquipment,260
PublicUtilitiesPropertyPlantAndEquipmentOtherPropertyPlantAndEquipment,260
OtherOilAndGasPropertySuccessfulEffortMethod,259
CurrentTaxLiabilities,258
DueToEmployeesCurrent,258
DueFromOfficersOrStockholders,257
OtherAssetsMiscellaneous,257
DueFromCustomerAcceptances,257
DraftsPayable,257
InterestBearingDomesticDepositBrokered,257
PreferredStockDiscountOnShares,257
FilmCosts,256
ExcessStockSharesAuthorized,256
LiabilitiesIncludedInDisposalGroupsClassifiedAsHeldForSale,255
SharesIssued,255
OtherInterestEarningAssets,254
AccountsPayableAndAccruedLiabilitiesFairValueDisclosure,253
DebtInstrumentInterestRateStatedPercentage,253
PreferredStockIncludingAdditionalPaidInCapital,253
OtherOwnershipInterestsCapitalAccount,252
FinancialInstrumentsOwnedDerivativesAndOtherContractualAgreementsAtFairValue,252
DeferredSalesCommission,252
FIFOInventoryAmount,251
DeferredTaxAssetsValuationAllowance,251
StandardProductWarrantyAccrualCurrent,250
DeferredTaxAssetsGross,248
CommodityContractAssetCurrent,248
PremiumsReceivableAllowanceForDoubtfulAccounts,247
FederalHomeLoanBankAdvancesBranchOfFHLBBankAmountOfAdvancesByBranch,245
TradingSecuritiesDebtAmortizedCost,245
TradingSecuritiesCost,245
InventoryFinishedGoodsAndWorkInProcessNetOfReserves,245
LossContingencyAccrualCarryingValueNoncurrent,244
DeferredSalesInducementsNet,244
OtherCurrentReceivables,244
FlightEquipmentGross,244
DeferredIncomeClassifiedAsCurrent,243
AccruedSalesCommissionCurrentAndNoncurrent,243
CapitalUnits,243
InterestBearingDomesticDepositCertificatesOfDeposits,243
LoansAndLeasesReceivableOther,242
DeferredCompensationSharebasedArrangementsLiabilityClassifiedNoncurrent,241
InventoryNetOfAllowancesCustomerAdvancesAndProgressBillings,241
MinorityInterestInPreferredUnitHolders,241
LoansReceivableCommercialMortgage,240
AccountsReceivableBilledForLongTermContractsOrPrograms,240
CapitalLeasesLessorBalanceSheetNetInvestmentInDirectFinancingLeasesCurrent,239
BelowMarketLeaseAccumulatedAmortization,237
OtherLiabilitiesFairValueDisclosure,237
DeferredTaxLiabilitiesGrossCurrent,235
DeferredRentReceivablesNetNoncurrent,235
ConvertibleSubordinatedDebtCurrent,234
DisposalGroupIncludingDiscontinuedOperationOtherNoncurrentAssets,233
IndefiniteLivedContractualRights,232
InvestmentsInAffiliatesSubsidiariesAssociatesAndJointVenturesFairValueDisclosure,230
ExcessStockSharesIssued,230
DueFromJointVenturesCurrent,230
MarketableSecuritiesRestricted,230
MortgageBackedSecuritiesHeldToMaturityFairValueDisclosure,228
MineralPropertiesGross,228
NoncurrentRecognisedLiabilitiesDefinedBenefitPlan,227
HedgingLiabilitiesCurrent,227
DepositsWithClearingOrganizationsAndOthersSecurities,227
InvestmentOwnedUnrecognizedUnrealizedAppreciationDepreciationNet,222
ClassOfWarrantOrRightOutstanding,221
OilAndGasPropertySuccessfulEffortMethodAccumulatedDepreciationDepletionAmortizationAndImpairment,220
TransfersAccountedForAsSecuredBorrowingsAssociatedLiabilitiesCarryingAmount,220
DebtInstrumentUnamortizedPremium,220
LossContingencyAccrualAtCarryingValue,219
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsNonvestedNumber,219
OtherComprehensiveIncomeLossTax,218
LoansAndLeasesReceivableConsumerOther,217
CapitalLeasesLessorBalanceSheetNetInvestmentInSalesTypeLeasesNoncurrent,217
AccruedReclamationCostsCurrent,217
LoansAndLeasesReceivableAllowanceCovered,217
DefinedBenefitPensionPlanLiabilitiesCurrent,216
OtherOwnershipInterestsUnitsOutstanding,216
InvestmentsInSubsidiariesJointVenturesAndAssociates,215
SubordinatedDebtCurrent,215
ReceivableFromOfficersAndDirectorsForIssuanceOfCapitalStock,215
DeferredIncomeTaxesAndOtherTaxReceivableCurrent,214
CapitalLeasesLessorBalanceSheetNetInvestmentInDirectFinancingAndSalesTypeLeasesCurrent,213
AccruedIncomeTaxesPayable,213
AirlineRelatedInventoryNet,212
NoncurrentReceivables,212
LeaseIncentivePayableCurrent,211
DeferredTaxAssetsDeferredIncome,211
DeferredAirTrafficRevenue,211
TimeDeposits100000OrMoreDomestic,210
LoansAndLeasesReceivableConsumer,209
InventorySuppliesNetOfReserves,209
OtherNoncurrentFinancialLiabilities,209
CapitalLeasesLesseeBalanceSheetAssetsByMajorClassAccumulatedDeprecation,209
OtherLongtermProvisions,208
InterestBearingDomesticDepositSavings,208
RedeemableNoncontrollingInterestEquityOtherFairValue,207
OtherCurrentFinancialLiabilities,206
DeferredRevenueLeasesGross,206
CommonStockIssuedEmployeeTrustDeferred,206
InventoryLIFOReserve,206
DepositsReceivedForSecuritiesLoanedAtCarryingValue,206
ExcessStockSharesOutstanding,205
AccruedCappingClosurePostClosureAndEnvironmentalCosts,205
BridgeLoan,205
CertainLoansAcquiredInTransferNotAccountedForAsDebtSecuritiesCarryingAmountNet,204
LifeInsuranceCorporateOrBankOwnedAmount,203
PrepaidAdvertising,203
DisposalGroupIncludingDiscontinuedOperationOtherCurrentAssets,202
DefinedBenefitPensionPlanCurrentAndNoncurrentLiabilities,202
NoncurrentPayables,202
StockholdersEquityNoteStockSplitConversionRatio1,201
LoansAndLeasesReceivableConsumerRealEstate,201
CapitalizedCostsSupportEquipmentAndFacilities,199
InvestmentInPhysicalCommodities,198
CurrentContractLiabilities,198
NetDeferredTaxLiabilities,197
SecuritiesHeldAsCollateralAtFairValue,197
StandardProductWarrantyAccrualNoncurrent,197
NoninterestBearingDepositLiabilitiesForeign,196
TradeAndOtherCurrentPayablesToRelatedParties,195
OtherPartnersCapital,195
DisposalGroupIncludingDiscontinuedOperationPropertyPlantAndEquipmentNoncurrent,194
ReinsuranceReceivablesIncurredButNotReportedClaims,194
FinancialInstrumentsOwnedAndNotPledgedAtFairValue,193
ProvisionForLossOnContracts,193
CapitalLeasesLessorBalanceSheetNetInvestmentInSalesTypeLeasesCurrent,192
CurrentAssetsOtherThanAssetsOrDisposalGroupsClassifiedAsHeldForSaleOrAsHeldForDistributionToOwners,192
ReinsuranceRecoverableForUnpaidClaimsAndClaimsAdjustments,191
DeferredIncomeClassifiedAsNoncurrent,191
TreasuryStockDeferredEmployeeStockOwnershipPlan,191
CurrentInvestments,190
FinancialInstrumentsOwnedOtherAtFairValue,190
NoncurrentAssetsOrDisposalGroupsClassifiedAsHeldForSale,189
InterestBearingDomesticDepositTimeDeposits,189
CompensationAndBenefitsTrust,189
AccountsPayableRelatedPartiesNoncurrent,188
InventoryWorkInProcessAndRawMaterials,188
DepositsWholesale,188
CommodityContractAssetNoncurrent,187
DerivativeFinancialLiabilities,187
DeferredSetUpCostsNoncurrent,186
DeferredCompensationCashBasedArrangementsLiabilityCurrent,185
ReinsuranceRecoverablesOnPaidAndUnpaidLosses,185
DisposalGroupIncludingDiscontinuedOperationOtherAssets,184
GasImbalanceAssetLiability,184
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipmentExcludingCapitalLeasedAssets,184
InvestmentProperty,184
AccountsReceivableFromSecuritization,183
OtherRestrictedAssetsNoncurrent,182
TaxesPayable,182
CapitalizedContractCostNet,181
DisposalGroupIncludingDiscontinuedOperationLongLivedAssetsNoncurrent,179
AssetsHeldInTrustCurrent,179
JuniorSubordinatedLongTermNotes,179
InventoryPartsAndComponentsNetOfReserves,179
CurrentPrepaymentsAndOtherCurrentAssets,177
DerivativeFairValueOfDerivativeNet,177
PropertyPlantAndEquipmentOwnedNet,177
DerivativeFinancialAssets,176
AccountsPayableTrade,176
DecommissioningTrustAssetsAmount,175
ValuationAllowancesAndReservesBalance,175
OtherPostretirementBenefitsPayableNoncurrent,175
LandAvailableForSale,174
InventoryAdjustments,172
CashCollateralForBorrowedSecurities,172
PreferredStockSharesSubscribedButUnissuedValue,172
LiabilityForFuturePolicyBenefitsIndividualAndGroupAnnuitiesAndSupplementaryContracts,171
GuaranteeObligationsCurrentCarryingValue,170
AccumulatedOtherComprehensiveIncomeLossOtherThanTemporaryImpairmentNotCreditLossNetOfTaxAvailableforsaleDebtSecurities,170
DebtSecurities,169
EmployeeStockOwnershipPlanESOPSharesInESOP,169
PreferredStockShareSubscriptions,169
InventoriesPropertyHeldForSaleCurrent,169
OtherEquityInterest,168
OtherCurrentPayables,168
NotesPayableFairValueDisclosure,168
AociTaxAttributableToParent,167
InterestReceivableNoncurrent,167
DeferredGasCost,167
LimitedPartnersContributedCapital,167
ProgramRightsObligationsNoncurrent,166
PreferredStockSharesSubscribedButUnissuedSubscriptionsReceivable,166
EnergyMarketingContractsAssetsNoncurrent,166
FederalFundsSoldAndSecuritiesBorrowedOrPurchasedUnderAgreementsToResellFairValueDisclosure,165
ReserveOfExchangeDifferencesOnTranslation,165
TimberAndTimberlands,165
MarketableSecuritiesRestrictedNoncurrent,164
USGovernmentSecuritiesAtCarryingValue,164
InsuranceSettlementsReceivableNoncurrent,163
NetDeferredTaxAssets,162
LongtermDeposits,162
AccountsReceivableRelatedPartiesNoncurrent,162
MarketableSecuritiesRestrictedCurrent,162
SecurityOwnedAndSoldNotYetPurchasedFairValueSecuritySoldNotYetPurchased,161
CurrentTaxAssets,161
DebtDefaultShorttermDebtAmount,161
OtherRestrictedAssets,160
OtherNoncurrentNonfinancialAssets,160
DebtInstrumentFaceAmount,160
ReserveOfSharebasedPayments,159
CostsInExcessOfBillingsOnUncompletedContractsOrProgramsExpectedToBeCollectedAfterOneYear,159
ReplacementReserveEscrow,159
DebtInstrumentFairValue,159
LeaseIncentiveReceivableCurrent,158
PropertyPlantAndEquipmentNetExcludingCapitalLeasedAssets,158
DueFromJointVentures,158
CededPremiumsPayable,158
OtherShorttermProvisions,158
DisposalGroupIncludingDiscontinuedOperationOtherCurrentLiabilities,158
CapitalizedCostsMineralInterestsInUnprovedProperties,157
DepositsRetail,157
ShorttermDepositsNotClassifiedAsCashEquivalents,157
DeferredRevenueLeasesNetNoncurrent,156
TranslationAdjustmentFunctionalToReportingCurrencyNetOfTax,156
LongTermDebtAndCapitalLeaseObligationsIncludingCurrentMaturities,156
DisposalGroupIncludingDiscontinuedOperationPropertyPlantAndEquipmentCurrent,155
LongTermTransitionBond,155
ValueAddedTaxReceivable,154
LoansAndLeasesReceivableConsumerInstallmentAndRevolving,154
DecommissioningLiabilityNoncurrent,154
RealEstateGrossAtCarryingValue,154
AccruedLiabilitiesFairValueDisclosure,154
NoncurrentAssetsOrDisposalGroupsClassifiedAsHeldForSaleOrAsHeldForDistributionToOwners,153
FinanceLeaseLiability,153
RealEstateInvestmentsJointVentures,153
PublicUtilitiesPropertyPlantAndEquipmentTransmissionAndDistribution,153
SecuredDebtOther,152
TradingSecuritiesEquityCost,151
MineralPropertiesAccumulatedDepletion,151
PreferredStockIncludingAdditionalPaidInCapitalNetOfDiscount,150
StatutoryAccountingPracticesStatutoryCapitalAndSurplusRequired,148
LimitedLiabilityCompanyLLCOrLimitedPartnershipLPManagingMemberOrGeneralPartnerOwnershipInterest,148
OtherInventoryNoncurrent,147
AdvancesFairValueDisclosure,147
OtherRealEstateNonCovered,147
LoansAndLeasesReceivableConsumerHomeEquity,147
LongtermFederalHomeLoanBankAdvancesNoncurrent,146
ConvertibleSubordinatedDebt,146
LiabilityForClaimsAndClaimsAdjustmentExpenseDisabilityAccidentAndHealth,145
NoncurrentFinancialAssets,145
PledgedAssetsSeparatelyReportedSecuritiesPledgedAsCollateralAtFairValue,144
RefundableGasCosts,144
AccumulatedOtherComprehensiveIncomeLossBeforeTax,144
CashSegregatedUnderCommodityExchangeActRegulation,143
LoansReceivableHeldForSaleNetNotPartOfDisposalGroupOther,143
EquityMethodInvestmentsFairValueDisclosure,143
AvailableForSaleSecuritiesRestricted,143
DerivativeCollateralRightToReclaimCash,143
GeneralPartnersContributedCapital,142
InvestmentOwnedRestrictedCost,142
PreferredStockAdditionalSeriesParOrStatedValuePerShare,141
AccountsReceivableGross,141
AdvanceRoyaltiesCurrent,140
InsuranceSettlementsReceivable,140
GasPurchasePayableCurrent,140
CurrentPrepayments,139
SecuritizedRegulatoryTransitionAssetsNoncurrent,139
LoansAndLeasesReceivableConsumerRevolvingCreditCard,139
CommonUnitIssuanceValue,139
ContractualObligation,138
SecuritiesForReverseRepurchaseAgreements,138
TradeAndOtherCurrentReceivablesDueFromRelatedParties,137
AcquiredFiniteLivedIntangibleAssetAmount,137
CurrentRestrictedCashAndCashEquivalents,137
AuctionMarketPreferredSecuritiesStockSeriesLiquidationValue,137
NetAssetsLiabilities,137
RoyaltyGuaranteesCommitmentsAmount,137
Provisions,137
RealEstateHeldForDevelopmentAndSale,136
EquityMethodInvestmentAggregateCost,135
RestructuringReserve,135
CurrentProvisionsForEmployeeBenefits,135
FiniteLivedTrademarksGross,135
FlightEquipmentOwnedGross,135
RedeemableNoncontrollingInterestEquityCommonFairValue,135
MinorityInterestAmountRepresentedByPreferredStock,135
OtherEmployeeRelatedLiabilitiesCurrent,135
NoncurrentRestrictedCashAndCashEquivalents,135
TemporaryEquityLiquidationPreferencePerShare,134
AirTrafficLiabilityCurrent,134
PartnersCapitalAccountDistributionPerUnitOfLimitedPartnerInterest,134
RetainageDeposit,134
DeferredRentAssetNetCurrent,134
AvailableForSaleSecuritiesShortTermInvestmentsAmortizedCost,134
CurrentAccruedExpensesAndOtherCurrentLiabilities,132
TradeAndLoansReceivablesHeldForSaleNetNotPartOfDisposalGroup,131
TransfersAccountedForAsSecuredBorrowingsAssetsCarryingAmount,130
FinancialInstrumentsOwnedCorporateEquitiesAtFairValue,128
InventoryWorkInProcessAndRawMaterialsNetOfReserves,126
PrepaidInterest,126
BeneficialInterest,126
CurrentFinancialAssets,126
DueFromEmployeesNoncurrent,126
CommonStockSharesSubscribedButUnissuedValue,125
AccruedEmployeeBenefitsCurrentAndNoncurrent,125
AccumulatedOtherComprehensiveIncomeLossOtherThanTemporaryImpairmentNotCreditLossNetOfTaxDebtSecurities,125
SaleLeasebackTransactionAmountDueUnderFinancingArrangement,124
TradingSecuritiesOther,124
SaleLeasebackTransactionDeferredGainGross,123
AvailableForSaleSecuritiesAndHeldToMaturitySecurities,123
CustomerAdvancesOrDepositsNoncurrent,123
OtherNoncurrentNonfinancialLiabilities,123
SharesSubjectToMandatoryRedemptionSettlementTermsNumberOfShares,123
AdvanceRoyaltiesNoncurrent,123
CapitalUnitsNetAmount,123
InvestmentsInAssociates,122
AccumulatedAmortizationOfCurrentDeferredFinanceCosts,121
CurrentTaxAssetsNoncurrent,121
CashReserveDepositRequiredAndMade,121
LiabilitiesFairValueDisclosure,121
DueToOtherRelatedPartiesNoncurrent,121
LongtermProvisionForDecommissioningRestorationAndRehabilitationCosts,121
PensionAndOtherPostretirementAndPostemploymentBenefitPlansLiabilitiesCurrentAndNoncurrent,121
CurrentTaxLiabilitiesNoncurrent,121
DueToAffiliate,119
PartnersCapitalAccountUnits,119
FiniteLivedContractualRightsGross,119
LoansAndLeasesReceivableNetReportedAmountCommercial,119
AssetsFairValueDisclosure,119
HedgingAssetsCurrent,119
LoansAndLeasesReceivableNetReportedAmountConsumer,119
InventoryCrudeOilProductsAndMerchandise,119
RegulatoryLiabilities,118
NoncurrentInvestmentsOtherThanInvestmentsAccountedForUsingEquityMethod,118
FiniteLivedCustomerRelationshipsGross,118
SharesSubjectToMandatoryRedemptionSettlementTermsAmountCurrent,117
OtherDeferredCompensationArrangementsLiabilityCurrent,117
OtherReceivablesFromBrokerDealersAndClearingOrganizations,117
TemporaryEquityAggregateAmountOfRedemptionRequirement,117
PreferredStockAdditionalSeriesValue,117
GrantsReceivable,117
DerivativeAssetFairValueGrossLiability,116
InvestmentOwnedUnrecognizedUnrealizedAppreciation,116
RegulatoryAssets,116
DueToOtherRelatedPartiesCurrentAndNoncurrent,116
RetentionPayable,115
OtherCurrentNonfinancialAssets,115
OtherNoncurrentReceivables,114
StockholdersEquityAttributableToParentNotAllowableForNetCapital,114
FiniteLivedIntangibleAssetOffMarketLeaseFavorableGross,114
AccountsPayableFairValueDisclosure,114
InterestAndDividendsPayableCurrentAndNoncurrent,114
GeneralPartnersCumulativeNetIncome,113
FiniteLivedComputerSoftwareGross,113
OtherInventoryNetOfReserves,113
DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsLiabilityAtFairValue,112
DerivativeCollateralObligationToReturnCash,112
InterestRateDerivativeAssetsAtFairValue,112
